"Step","ur-tasks-merged - loss","ur-tasks-merged - loss__MIN","ur-tasks-merged - loss__MAX"
"0","0.21599023044109344","0.21599023044109344","0.21599023044109344"
"100","0.11716701090335846","0.11716701090335846","0.11716701090335846"
"200","0.06218250095844269","0.06218250095844269","0.06218250095844269"
"300","0.05169231817126274","0.05169231817126274","0.05169231817126274"
"400","0.05264095216989517","0.05264095216989517","0.05264095216989517"
"500","0.05022522434592247","0.05022522434592247","0.05022522434592247"
"600","0.0542389340698719","0.0542389340698719","0.0542389340698719"
"700","0.04994858801364899","0.04994858801364899","0.04994858801364899"
"800","0.046995148062705994","0.046995148062705994","0.046995148062705994"
"900","0.05172188580036163","0.05172188580036163","0.05172188580036163"
"1000","0.05076662823557854","0.05076662823557854","0.05076662823557854"
"1100","0.049872949719429016","0.049872949719429016","0.049872949719429016"
"1200","0.05105068162083626","0.05105068162083626","0.05105068162083626"
"1300","0.04778197035193443","0.04778197035193443","0.04778197035193443"
"1400","0.04613883048295975","0.04613883048295975","0.04613883048295975"
"1500","0.047996051609516144","0.047996051609516144","0.047996051609516144"
"1600","0.04615575075149536","0.04615575075149536","0.04615575075149536"
"1700","0.04590560868382454","0.04590560868382454","0.04590560868382454"
"1800","0.04194488748908043","0.04194488748908043","0.04194488748908043"
"1900","0.04156189784407616","0.04156189784407616","0.04156189784407616"
"2000","0.04602125659584999","0.04602125659584999","0.04602125659584999"
"2100","0.04333041235804558","0.04333041235804558","0.04333041235804558"
"2200","0.04502172768115997","0.04502172768115997","0.04502172768115997"
"2300","0.04005718603730202","0.04005718603730202","0.04005718603730202"
"2400","0.04391532391309738","0.04391532391309738","0.04391532391309738"
"2500","0.04226616770029068","0.04226616770029068","0.04226616770029068"
"2600","0.041798170655965805","0.041798170655965805","0.041798170655965805"
"2700","0.040377382189035416","0.040377382189035416","0.040377382189035416"
"2800","0.040551308542490005","0.040551308542490005","0.040551308542490005"
"2900","0.04206900671124458","0.04206900671124458","0.04206900671124458"
"3000","0.040166500955820084","0.040166500955820084","0.040166500955820084"
"3100","0.040329523384571075","0.040329523384571075","0.040329523384571075"
"3200","0.03936827927827835","0.03936827927827835","0.03936827927827835"
"3300","0.04097039997577667","0.04097039997577667","0.04097039997577667"
"3400","0.0402686670422554","0.0402686670422554","0.0402686670422554"
"3500","0.040542129427194595","0.040542129427194595","0.040542129427194595"
"3600","0.03876933455467224","0.03876933455467224","0.03876933455467224"
"3700","0.03942146524786949","0.03942146524786949","0.03942146524786949"
"3800","0.03871999308466911","0.03871999308466911","0.03871999308466911"
"3900","0.037186283618211746","0.037186283618211746","0.037186283618211746"
"4000","0.041561469435691833","0.041561469435691833","0.041561469435691833"
"4100","0.037628836929798126","0.037628836929798126","0.037628836929798126"
"4200","0.036251332610845566","0.036251332610845566","0.036251332610845566"
"4300","0.03705894947052002","0.03705894947052002","0.03705894947052002"
"4400","0.03834172338247299","0.03834172338247299","0.03834172338247299"
"4500","0.040239665657281876","0.040239665657281876","0.040239665657281876"
"4600","0.03611985966563225","0.03611985966563225","0.03611985966563225"
"4700","0.035173449665308","0.035173449665308","0.035173449665308"
"4800","0.03829603269696236","0.03829603269696236","0.03829603269696236"
"4900","0.037214525043964386","0.037214525043964386","0.037214525043964386"
"5000","0.03755762800574303","0.03755762800574303","0.03755762800574303"
"5100","0.03870594874024391","0.03870594874024391","0.03870594874024391"
"5200","0.035971757024526596","0.035971757024526596","0.035971757024526596"
"5300","0.03470102325081825","0.03470102325081825","0.03470102325081825"
"5400","0.03797782212495804","0.03797782212495804","0.03797782212495804"
"5500","0.03541513532400131","0.03541513532400131","0.03541513532400131"
"5600","0.036735109984874725","0.036735109984874725","0.036735109984874725"
"5700","0.03577456995844841","0.03577456995844841","0.03577456995844841"
"5800","0.0377032496035099","0.0377032496035099","0.0377032496035099"
"5900","0.03594571352005005","0.03594571352005005","0.03594571352005005"
"6000","0.03692932054400444","0.03692932054400444","0.03692932054400444"
"6100","0.035247236490249634","0.035247236490249634","0.035247236490249634"
"6200","0.037077415734529495","0.037077415734529495","0.037077415734529495"
"6300","0.03448241204023361","0.03448241204023361","0.03448241204023361"
"6400","0.03657791018486023","0.03657791018486023","0.03657791018486023"
"6500","0.03623458370566368","0.03623458370566368","0.03623458370566368"
"6600","0.034303486347198486","0.034303486347198486","0.034303486347198486"
"6700","0.03337331861257553","0.03337331861257553","0.03337331861257553"
"6800","0.03280230611562729","0.03280230611562729","0.03280230611562729"
"6900","0.03606364503502846","0.03606364503502846","0.03606364503502846"
"7000","0.03444036468863487","0.03444036468863487","0.03444036468863487"
"7100","0.03425653278827667","0.03425653278827667","0.03425653278827667"
"7200","0.0352938137948513","0.0352938137948513","0.0352938137948513"
"7300","0.034794483333826065","0.034794483333826065","0.034794483333826065"
"7400","0.03500327095389366","0.03500327095389366","0.03500327095389366"
"7500","0.03480513393878937","0.03480513393878937","0.03480513393878937"
"7600","0.03623074293136597","0.03623074293136597","0.03623074293136597"
"7700","0.03626882657408714","0.03626882657408714","0.03626882657408714"
"7800","0.03280305862426758","0.03280305862426758","0.03280305862426758"
"7900","0.03334686905145645","0.03334686905145645","0.03334686905145645"
"8000","0.03405190631747246","0.03405190631747246","0.03405190631747246"
"8100","0.03335193917155266","0.03335193917155266","0.03335193917155266"
"8200","0.033701442182064056","0.033701442182064056","0.033701442182064056"
"8300","0.03362378850579262","0.03362378850579262","0.03362378850579262"
"8400","0.033646274358034134","0.033646274358034134","0.033646274358034134"
"8500","0.03303178772330284","0.03303178772330284","0.03303178772330284"
"8600","0.03423798829317093","0.03423798829317093","0.03423798829317093"
"8700","0.03312964364886284","0.03312964364886284","0.03312964364886284"
"8800","0.03374732658267021","0.03374732658267021","0.03374732658267021"
"8900","0.033986326307058334","0.033986326307058334","0.033986326307058334"
"9000","0.03590741008520126","0.03590741008520126","0.03590741008520126"
"9100","0.032505035400390625","0.032505035400390625","0.032505035400390625"
"9200","0.031613919883966446","0.031613919883966446","0.031613919883966446"
"9300","0.03348330035805702","0.03348330035805702","0.03348330035805702"
"9400","0.031192325055599213","0.031192325055599213","0.031192325055599213"
"9500","0.032656144350767136","0.032656144350767136","0.032656144350767136"
"9600","0.03274789825081825","0.03274789825081825","0.03274789825081825"
"9700","0.031321797519922256","0.031321797519922256","0.031321797519922256"
"9800","0.033006198704242706","0.033006198704242706","0.033006198704242706"
"9900","0.031132301315665245","0.031132301315665245","0.031132301315665245"
"10000","0.03241690248250961","0.03241690248250961","0.03241690248250961"
"10100","0.032744910567998886","0.032744910567998886","0.032744910567998886"
"10200","0.03286296874284744","0.03286296874284744","0.03286296874284744"
"10300","0.03413555026054382","0.03413555026054382","0.03413555026054382"
"10400","0.03290879353880882","0.03290879353880882","0.03290879353880882"
"10500","0.03109842725098133","0.03109842725098133","0.03109842725098133"
"10600","0.03269151970744133","0.03269151970744133","0.03269151970744133"
"10700","0.03090621344745159","0.03090621344745159","0.03090621344745159"
"10800","0.034024275839328766","0.034024275839328766","0.034024275839328766"
"10900","0.032215867191553116","0.032215867191553116","0.032215867191553116"
"11000","0.03063180111348629","0.03063180111348629","0.03063180111348629"
