"Step","ur-tasks-merged-lora - loss","ur-tasks-merged-lora - loss__MIN","ur-tasks-merged-lora - loss__MAX"
"0","0.22712711989879608","0.22712711989879608","0.22712711989879608"
"30000","0.029574334621429443","0.029574334621429443","0.029574334621429443"
"30100","0.01950167864561081","0.01950167864561081","0.01950167864561081"
"30200","0.022912276908755302","0.022912276908755302","0.022912276908755302"
"30300","0.021028365939855576","0.021028365939855576","0.021028365939855576"
"30400","0.02203601971268654","0.02203601971268654","0.02203601971268654"
"30500","0.022621463984251022","0.022621463984251022","0.022621463984251022"
"30600","0.02360036037862301","0.02360036037862301","0.02360036037862301"
"30700","0.022981485351920128","0.022981485351920128","0.022981485351920128"
"30800","0.022710127755999565","0.022710127755999565","0.022710127755999565"
"30900","0.021619698032736778","0.021619698032736778","0.021619698032736778"
"31000","0.02164844423532486","0.02164844423532486","0.02164844423532486"
"31100","0.02129863202571869","0.02129863202571869","0.02129863202571869"
"31200","0.021842356771230698","0.021842356771230698","0.021842356771230698"
"31300","0.021423442289233208","0.021423442289233208","0.021423442289233208"
"31400","0.021712154150009155","0.021712154150009155","0.021712154150009155"
"31500","0.021934304386377335","0.021934304386377335","0.021934304386377335"
"31600","0.02113029919564724","0.02113029919564724","0.02113029919564724"
"31700","0.021531378850340843","0.021531378850340843","0.021531378850340843"
"31800","0.021200966089963913","0.021200966089963913","0.021200966089963913"
"31900","0.02156079187989235","0.02156079187989235","0.02156079187989235"
"32000","0.02070951648056507","0.02070951648056507","0.02070951648056507"
"32100","0.020829085260629654","0.020829085260629654","0.020829085260629654"
"32200","0.021849075332283974","0.021849075332283974","0.021849075332283974"
"32300","0.020162200555205345","0.020162200555205345","0.020162200555205345"
"32400","0.020833930000662804","0.020833930000662804","0.020833930000662804"
"32500","0.020335707813501358","0.020335707813501358","0.020335707813501358"
"32600","0.022618528455495834","0.022618528455495834","0.022618528455495834"
"32700","0.02165808342397213","0.02165808342397213","0.02165808342397213"
"32800","0.02121620625257492","0.02121620625257492","0.02121620625257492"
"32900","0.02041778713464737","0.02041778713464737","0.02041778713464737"
