"Step","ur-tasks-merged - loss","ur-tasks-merged - loss__MIN","ur-tasks-merged - loss__MAX"
"33300","0.01924046501517296","0.01924046501517296","0.01924046501517296"
"33400","0.020125381648540497","0.020125381648540497","0.020125381648540497"
"33500","0.019474808126688004","0.019474808126688004","0.019474808126688004"
"33600","0.01898604817688465","0.01898604817688465","0.01898604817688465"
"33700","0.01914466731250286","0.01914466731250286","0.01914466731250286"
"33800","0.019506186246871948","0.019506186246871948","0.019506186246871948"
"33900","0.019575053825974464","0.019575053825974464","0.019575053825974464"
"34000","0.019372817128896713","0.019372817128896713","0.019372817128896713"
"34100","0.018969502300024033","0.018969502300024033","0.018969502300024033"
"34200","0.020322037860751152","0.020322037860751152","0.020322037860751152"
"34300","0.019673151895403862","0.019673151895403862","0.019673151895403862"
"34400","0.019962333142757416","0.019962333142757416","0.019962333142757416"
"34500","0.020062508061528206","0.020062508061528206","0.020062508061528206"
"34600","0.019861038774251938","0.019861038774251938","0.019861038774251938"
"34700","0.018571190536022186","0.018571190536022186","0.018571190536022186"
"34800","0.019429419189691544","0.019429419189691544","0.019429419189691544"
"34900","0.019039925187826157","0.019039925187826157","0.019039925187826157"
"35000","0.019703848287463188","0.019703848287463188","0.019703848287463188"
"35100","0.0200602225959301","0.0200602225959301","0.0200602225959301"
"35200","0.01879018172621727","0.01879018172621727","0.01879018172621727"
"35300","0.019155869260430336","0.019155869260430336","0.019155869260430336"
"35400","0.018926091492176056","0.018926091492176056","0.018926091492176056"
"35500","0.018769802525639534","0.018769802525639534","0.018769802525639534"
"35600","0.01911446452140808","0.01911446452140808","0.01911446452140808"
"35700","0.018679073080420494","0.018679073080420494","0.018679073080420494"
"35800","0.01848364807665348","0.01848364807665348","0.01848364807665348"
"35900","0.018938293680548668","0.018938293680548668","0.018938293680548668"
"36000","0.01826978474855423","0.01826978474855423","0.01826978474855423"
"36100","0.019443904981017113","0.019443904981017113","0.019443904981017113"
"36200","0.018540428951382637","0.018540428951382637","0.018540428951382637"
"36300","0.018319906666874886","0.018319906666874886","0.018319906666874886"
"36400","0.019387954846024513","0.019387954846024513","0.019387954846024513"
"36500","0.018679605796933174","0.018679605796933174","0.018679605796933174"
"36600","0.02011575736105442","0.02011575736105442","0.02011575736105442"
"36700","0.018818726763129234","0.018818726763129234","0.018818726763129234"
"36800","0.018276989459991455","0.018276989459991455","0.018276989459991455"
"36900","0.016867445781826973","0.016867445781826973","0.016867445781826973"
"37000","0.01961192861199379","0.01961192861199379","0.01961192861199379"
"37100","0.018756993114948273","0.018756993114948273","0.018756993114948273"
"37200","0.017960449680685997","0.017960449680685997","0.017960449680685997"
"37300","0.018109982833266258","0.018109982833266258","0.018109982833266258"
"37400","0.01858806423842907","0.01858806423842907","0.01858806423842907"
"37500","0.018076138570904732","0.018076138570904732","0.018076138570904732"
"37600","0.01933863013982773","0.01933863013982773","0.01933863013982773"
"37700","0.018490122631192207","0.018490122631192207","0.018490122631192207"
"37800","0.018710386008024216","0.018710386008024216","0.018710386008024216"
"37900","0.018293213099241257","0.018293213099241257","0.018293213099241257"
"38000","0.017693640664219856","0.017693640664219856","0.017693640664219856"
"38100","0.018481366336345673","0.018481366336345673","0.018481366336345673"
"38200","0.01783437840640545","0.01783437840640545","0.01783437840640545"
"38300","0.01906389184296131","0.01906389184296131","0.01906389184296131"
"38400","0.017818769440054893","0.017818769440054893","0.017818769440054893"
"38500","0.017990821972489357","0.017990821972489357","0.017990821972489357"
"38600","0.01759425178170204","0.01759425178170204","0.01759425178170204"
"38700","0.017914487048983574","0.017914487048983574","0.017914487048983574"
"38800","0.018687644973397255","0.018687644973397255","0.018687644973397255"
"38900","0.018979066982865334","0.018979066982865334","0.018979066982865334"
"39000","0.017321301624178886","0.017321301624178886","0.017321301624178886"
"39100","0.018583424389362335","0.018583424389362335","0.018583424389362335"
"39200","0.018301716074347496","0.018301716074347496","0.018301716074347496"
"39300","0.0188882015645504","0.0188882015645504","0.0188882015645504"
"39400","0.01825438067317009","0.01825438067317009","0.01825438067317009"
"39500","0.01832686737179756","0.01832686737179756","0.01832686737179756"
"39600","0.01825805939733982","0.01825805939733982","0.01825805939733982"
"39700","0.017408769577741623","0.017408769577741623","0.017408769577741623"
"39800","0.01929605007171631","0.01929605007171631","0.01929605007171631"
"39900","0.018346261233091354","0.018346261233091354","0.018346261233091354"
"40000","0.018391847610473633","0.018391847610473633","0.018391847610473633"
"40100","0.01830357499420643","0.01830357499420643","0.01830357499420643"
"40200","0.018546193838119507","0.018546193838119507","0.018546193838119507"
"40300","0.018352549523115158","0.018352549523115158","0.018352549523115158"
"40400","0.017995305359363556","0.017995305359363556","0.017995305359363556"
"40500","0.01757941022515297","0.01757941022515297","0.01757941022515297"
"40600","0.017833488062024117","0.017833488062024117","0.017833488062024117"
"40700","0.01766188256442547","0.01766188256442547","0.01766188256442547"
"40800","0.017999084666371346","0.017999084666371346","0.017999084666371346"
"40900","0.017609626054763794","0.017609626054763794","0.017609626054763794"
"41000","0.018293902277946472","0.018293902277946472","0.018293902277946472"
"41100","0.016861973330378532","0.016861973330378532","0.016861973330378532"
"41200","0.017232948914170265","0.017232948914170265","0.017232948914170265"
"41300","0.016576280817389488","0.016576280817389488","0.016576280817389488"
"41400","0.017207060009241104","0.017207060009241104","0.017207060009241104"
"41500","0.01793355494737625","0.01793355494737625","0.01793355494737625"
"41600","0.016678426414728165","0.016678426414728165","0.016678426414728165"
"41700","0.01802285946905613","0.01802285946905613","0.01802285946905613"
"41800","0.017777275294065475","0.017777275294065475","0.017777275294065475"
"41900","0.01733732968568802","0.01733732968568802","0.01733732968568802"
"42000","0.018098274245858192","0.018098274245858192","0.018098274245858192"
"42100","0.017644362524151802","0.017644362524151802","0.017644362524151802"
"42200","0.018467696383595467","0.018467696383595467","0.018467696383595467"
"42300","0.01809944398701191","0.01809944398701191","0.01809944398701191"
"42400","0.01754230074584484","0.01754230074584484","0.01754230074584484"
"42500","0.016988277435302734","0.016988277435302734","0.016988277435302734"
"42600","0.016367847099900246","0.016367847099900246","0.016367847099900246"
"42700","0.016656575724482536","0.016656575724482536","0.016656575724482536"
"42800","0.017608029767870903","0.017608029767870903","0.017608029767870903"
"42900","0.016544707119464874","0.016544707119464874","0.016544707119464874"
"43000","0.0171683207154274","0.0171683207154274","0.0171683207154274"
"43100","0.017550071701407433","0.017550071701407433","0.017550071701407433"
"43200","0.017139464616775513","0.017139464616775513","0.017139464616775513"
"43300","0.01692955009639263","0.01692955009639263","0.01692955009639263"
"43400","0.016724929213523865","0.016724929213523865","0.016724929213523865"
"43500","0.0171509962528944","0.0171509962528944","0.0171509962528944"
"43600","0.016960563138127327","0.016960563138127327","0.016960563138127327"
"43700","0.017387401312589645","0.017387401312589645","0.017387401312589645"
"43800","0.016335083171725273","0.016335083171725273","0.016335083171725273"
"43900","0.017469963058829308","0.017469963058829308","0.017469963058829308"
"44000","0.016825182363390923","0.016825182363390923","0.016825182363390923"
"44100","0.015615840442478657","0.015615840442478657","0.015615840442478657"
"44200","0.016453569754958153","0.016453569754958153","0.016453569754958153"
"44300","0.01681273989379406","0.01681273989379406","0.01681273989379406"
"44400","0.017073778435587883","0.017073778435587883","0.017073778435587883"
"44500","0.01644204743206501","0.01644204743206501","0.01644204743206501"
"44600","0.017889099195599556","0.017889099195599556","0.017889099195599556"
"44700","0.017032640054821968","0.017032640054821968","0.017032640054821968"
"44800","0.018426835536956787","0.018426835536956787","0.018426835536956787"
"44900","0.01631799340248108","0.01631799340248108","0.01631799340248108"
"45000","0.016822436824440956","0.016822436824440956","0.016822436824440956"
"45100","0.01674620434641838","0.01674620434641838","0.01674620434641838"
"45200","0.016940107569098473","0.016940107569098473","0.016940107569098473"
"45300","0.016337471082806587","0.016337471082806587","0.016337471082806587"
"45400","0.01661015674471855","0.01661015674471855","0.01661015674471855"
"45500","0.015869485214352608","0.015869485214352608","0.015869485214352608"
"45600","0.016484059393405914","0.016484059393405914","0.016484059393405914"
"45700","0.016114501282572746","0.016114501282572746","0.016114501282572746"
"45800","0.016418611630797386","0.016418611630797386","0.016418611630797386"
"45900","0.016317201778292656","0.016317201778292656","0.016317201778292656"
"46000","0.015561573207378387","0.015561573207378387","0.015561573207378387"
"46100","0.016310391947627068","0.016310391947627068","0.016310391947627068"
"46200","0.016200629994273186","0.016200629994273186","0.016200629994273186"
"46300","0.015739062801003456","0.015739062801003456","0.015739062801003456"
"46400","0.01677265763282776","0.01677265763282776","0.01677265763282776"
"46500","0.016360025852918625","0.016360025852918625","0.016360025852918625"
"46600","0.01677861623466015","0.01677861623466015","0.01677861623466015"
"46700","0.016478968784213066","0.016478968784213066","0.016478968784213066"
"46800","0.01646808534860611","0.01646808534860611","0.01646808534860611"
"46900","0.01607665978372097","0.01607665978372097","0.01607665978372097"
"47000","0.016032446175813675","0.016032446175813675","0.016032446175813675"
"47100","0.015775732696056366","0.015775732696056366","0.015775732696056366"
"47200","0.01622036285698414","0.01622036285698414","0.01622036285698414"
"47300","0.016423888504505157","0.016423888504505157","0.016423888504505157"
"47400","0.0163127314299345","0.0163127314299345","0.0163127314299345"
"47500","0.016432365402579308","0.016432365402579308","0.016432365402579308"
"47600","0.016566624864935875","0.016566624864935875","0.016566624864935875"
"47700","0.01616767793893814","0.01616767793893814","0.01616767793893814"
"47800","0.015174045227468014","0.015174045227468014","0.015174045227468014"
"47900","0.016951611265540123","0.016951611265540123","0.016951611265540123"
"48000","0.01593703031539917","0.01593703031539917","0.01593703031539917"
"48100","0.015845445916056633","0.015845445916056633","0.015845445916056633"
"48200","0.015002220869064331","0.015002220869064331","0.015002220869064331"
"48300","0.015273929573595524","0.015273929573595524","0.015273929573595524"
"48400","0.01607944630086422","0.01607944630086422","0.01607944630086422"
"48500","0.015214703045785427","0.015214703045785427","0.015214703045785427"
"48600","0.015980197116732597","0.015980197116732597","0.015980197116732597"
"48700","0.01601092331111431","0.01601092331111431","0.01601092331111431"
"48800","0.015591158531606197","0.015591158531606197","0.015591158531606197"
"48900","0.015852419659495354","0.015852419659495354","0.015852419659495354"
"49000","0.016010968014597893","0.016010968014597893","0.016010968014597893"
"49100","0.01569962128996849","0.01569962128996849","0.01569962128996849"
"49200","0.015787305310368538","0.015787305310368538","0.015787305310368538"
"49300","0.01569872908294201","0.01569872908294201","0.01569872908294201"
"49400","0.015204934403300285","0.015204934403300285","0.015204934403300285"
"49500","0.015265952795743942","0.015265952795743942","0.015265952795743942"
"49600","0.015266123227775097","0.015266123227775097","0.015266123227775097"
"49700","0.01486220769584179","0.01486220769584179","0.01486220769584179"
"49800","0.014838501811027527","0.014838501811027527","0.014838501811027527"
"49900","0.014926222153007984","0.014926222153007984","0.014926222153007984"
"50000","0.015827668830752373","0.015827668830752373","0.015827668830752373"
"50100","0.014872144907712936","0.014872144907712936","0.014872144907712936"
"50200","0.014673485420644283","0.014673485420644283","0.014673485420644283"
"50300","0.01591019704937935","0.01591019704937935","0.01591019704937935"
"50400","0.01562393270432949","0.01562393270432949","0.01562393270432949"
"50500","0.015212557278573513","0.015212557278573513","0.015212557278573513"
"50600","0.015354189090430737","0.015354189090430737","0.015354189090430737"
"50700","0.01550146285444498","0.01550146285444498","0.01550146285444498"
"50800","0.015298502519726753","0.015298502519726753","0.015298502519726753"
"50900","0.015589822083711624","0.015589822083711624","0.015589822083711624"
"51000","0.015056616626679897","0.015056616626679897","0.015056616626679897"
"51100","0.01574120670557022","0.01574120670557022","0.01574120670557022"
"51200","0.01459465455263853","0.01459465455263853","0.01459465455263853"
"51300","0.014808587729930878","0.014808587729930878","0.014808587729930878"
"51400","0.015397450886666775","0.015397450886666775","0.015397450886666775"
"51500","0.014741452410817146","0.014741452410817146","0.014741452410817146"
"51600","0.014339759945869446","0.014339759945869446","0.014339759945869446"
"51700","0.015923332422971725","0.015923332422971725","0.015923332422971725"
"51800","0.015035721473395824","0.015035721473395824","0.015035721473395824"
"51900","0.014833391644060612","0.014833391644060612","0.014833391644060612"
"52000","0.015189062803983688","0.015189062803983688","0.015189062803983688"
"52100","0.01543825026601553","0.01543825026601553","0.01543825026601553"
"52200","0.01592234894633293","0.01592234894633293","0.01592234894633293"
"52300","0.015221592970192432","0.015221592970192432","0.015221592970192432"
"52400","0.014708202332258224","0.014708202332258224","0.014708202332258224"
"52500","0.015234142541885376","0.015234142541885376","0.015234142541885376"
"52600","0.014788909815251827","0.014788909815251827","0.014788909815251827"
"52700","0.013920149765908718","0.013920149765908718","0.013920149765908718"
"52800","0.015479796566069126","0.015479796566069126","0.015479796566069126"
"52900","0.015710096806287766","0.015710096806287766","0.015710096806287766"
"53000","0.014771825633943081","0.014771825633943081","0.014771825633943081"
"53100","0.014620806090533733","0.014620806090533733","0.014620806090533733"
"53200","0.015183232724666595","0.015183232724666595","0.015183232724666595"
"53300","0.014079593122005463","0.014079593122005463","0.014079593122005463"
"53400","0.014815970323979855","0.014815970323979855","0.014815970323979855"
"53500","0.013738427311182022","0.013738427311182022","0.013738427311182022"
"53600","0.014741950668394566","0.014741950668394566","0.014741950668394566"
"53700","0.014863367192447186","0.014863367192447186","0.014863367192447186"
"53800","0.01491403579711914","0.01491403579711914","0.01491403579711914"
"53900","0.014921014197170734","0.014921014197170734","0.014921014197170734"
"54000","0.01528287585824728","0.01528287585824728","0.01528287585824728"
"54100","0.01439705304801464","0.01439705304801464","0.01439705304801464"
"54200","0.014143126085400581","0.014143126085400581","0.014143126085400581"
"54300","0.013872976414859295","0.013872976414859295","0.013872976414859295"
"54400","0.014550147578120232","0.014550147578120232","0.014550147578120232"
"54500","0.014726967550814152","0.014726967550814152","0.014726967550814152"
"54600","0.015370686538517475","0.015370686538517475","0.015370686538517475"
"54700","0.01511938776820898","0.01511938776820898","0.01511938776820898"
"54800","0.014533397741615772","0.014533397741615772","0.014533397741615772"
"54900","0.014547420665621758","0.014547420665621758","0.014547420665621758"
"55000","0.01514099445194006","0.01514099445194006","0.01514099445194006"
"55100","0.014107649214565754","0.014107649214565754","0.014107649214565754"
"55200","0.014934282749891281","0.014934282749891281","0.014934282749891281"
"55300","0.014416780322790146","0.014416780322790146","0.014416780322790146"
"55400","0.014520172961056232","0.014520172961056232","0.014520172961056232"
"55500","0.01459425687789917","0.01459425687789917","0.01459425687789917"
"55600","0.015222611837089062","0.015222611837089062","0.015222611837089062"
"55700","0.014685100875794888","0.014685100875794888","0.014685100875794888"
"55800","0.014570328406989574","0.014570328406989574","0.014570328406989574"
"55900","0.014032559469342232","0.014032559469342232","0.014032559469342232"
"56000","0.013788914307951927","0.013788914307951927","0.013788914307951927"
"56100","0.014492013491690159","0.014492013491690159","0.014492013491690159"
"56200","0.014122085645794868","0.014122085645794868","0.014122085645794868"
"56300","0.014448593370616436","0.014448593370616436","0.014448593370616436"
"56400","0.01455407589673996","0.01455407589673996","0.01455407589673996"
"56500","0.01457879226654768","0.01457879226654768","0.01457879226654768"
"56600","0.014752618968486786","0.014752618968486786","0.014752618968486786"
"56700","0.014602823182940483","0.014602823182940483","0.014602823182940483"
"56800","0.013973040506243706","0.013973040506243706","0.013973040506243706"
"56900","0.014351768419146538","0.014351768419146538","0.014351768419146538"
"57000","0.01438361406326294","0.01438361406326294","0.01438361406326294"
"57100","0.014123649336397648","0.014123649336397648","0.014123649336397648"
"57200","0.014012636616826057","0.014012636616826057","0.014012636616826057"
"57300","0.014595205895602703","0.014595205895602703","0.014595205895602703"
"57400","0.01469388883560896","0.01469388883560896","0.01469388883560896"
"57500","0.01368736568838358","0.01368736568838358","0.01368736568838358"
"57600","0.014171428047120571","0.014171428047120571","0.014171428047120571"
"57700","0.013996788300573826","0.013996788300573826","0.013996788300573826"
"57800","0.014441108331084251","0.014441108331084251","0.014441108331084251"
"57900","0.013789219781756401","0.013789219781756401","0.013789219781756401"
"58000","0.014348878525197506","0.014348878525197506","0.014348878525197506"
"58100","0.015401791781187057","0.015401791781187057","0.015401791781187057"
"58200","0.013434594497084618","0.013434594497084618","0.013434594497084618"
"58300","0.013767486438155174","0.013767486438155174","0.013767486438155174"
"58400","0.013579570688307285","0.013579570688307285","0.013579570688307285"
"58500","0.014663283713161945","0.014663283713161945","0.014663283713161945"
"58600","0.013954930007457733","0.013954930007457733","0.013954930007457733"
"58700","0.014601563103497028","0.014601563103497028","0.014601563103497028"
"58800","0.014493117108941078","0.014493117108941078","0.014493117108941078"
"58900","0.013841675594449043","0.013841675594449043","0.013841675594449043"
"59000","0.012917697429656982","0.012917697429656982","0.012917697429656982"
"59100","0.014091799035668373","0.014091799035668373","0.014091799035668373"
"59200","0.013863775879144669","0.013863775879144669","0.013863775879144669"
"59300","0.014032933861017227","0.014032933861017227","0.014032933861017227"
"59400","0.013711181469261646","0.013711181469261646","0.013711181469261646"
"59500","0.014389934949576855","0.014389934949576855","0.014389934949576855"
"59600","0.013526429422199726","0.013526429422199726","0.013526429422199726"
"59700","0.013550912030041218","0.013550912030041218","0.013550912030041218"
"59800","0.014165815897285938","0.014165815897285938","0.014165815897285938"
"59900","0.013707446865737438","0.013707446865737438","0.013707446865737438"
